filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
signal_molecule_466_(sequence_0)_f24e5083-b4be-4fbd-9f27-b09825d29118.fast5	f24e5083-b4be-4fbd-9f27-b09825d29118	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.272500	218	TRUE	6339.999500	218	0.272500	114	8.156962	0.000000	94.041344	9.521059	92.421318	10.839389
signal_molecule_2993_(sequence_2)_49f02128-c988-4b15-898e-c1f976555302.fast5	49f02128-c988-4b15-898e-c1f976555302	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.258000	206	TRUE	6339.999500	206	0.258000	120	8.382559	0.000000	94.709488	8.518843	93.650017	11.380305
signal_molecule_1915_(sequence_1)_ce9f2d87-8b01-48ae-a7de-a0fe5ac100af.fast5	ce9f2d87-8b01-48ae-a7de-a0fe5ac100af	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.239500	191	FALSE	6339.999500	191	0.239500	118	5.335229	0.000000	95.210594	7.683662	91.987282	11.340020
signal_molecule_696_(sequence_0)_4b7408f0-6a13-4806-b239-afcc6e3ec8d6.fast5	4b7408f0-6a13-4806-b239-afcc6e3ec8d6	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.274000	219	FALSE	6339.999500	219	0.274000	120	6.704248	0.000000	96.045776	8.852915	95.250923	11.176300
signal_molecule_1437_(sequence_1)_7b32b36e-97b0-4fd0-952e-807048e01e3f.fast5	7b32b36e-97b0-4fd0-952e-807048e01e3f	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.255250	204	TRUE	6339.999500	204	0.255250	113	8.253289	0.000000	95.711700	8.017735	92.690002	10.892520
signal_molecule_91_(sequence_0)_e413c146-b804-45c1-8896-bdb8346c9efb.fast5	e413c146-b804-45c1-8896-bdb8346c9efb	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.238000	190	FALSE	6339.999500	190	0.238000	119	6.818142	0.000000	95.544670	7.683662	94.142204	11.554361
signal_molecule_1353_(sequence_1)_c97745cc-1078-4e77-a462-2df1eb52c5fa.fast5	c97745cc-1078-4e77-a462-2df1eb52c5fa	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.274000	219	TRUE	6339.999500	219	0.274000	112	8.044285	0.000000	96.212814	8.351807	93.309334	11.194079
signal_molecule_921_(sequence_0)_86cab545-2a6a-4719-be51-931fdb00bca5.fast5	86cab545-2a6a-4719-be51-931fdb00bca5	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.240500	192	FALSE	6339.999500	192	0.240500	113	6.479845	0.000000	94.542450	8.518843	92.217056	11.597698
signal_molecule_2824_(sequence_2)_1630175f-590f-4c8a-afa4-c2a917199803.fast5	1630175f-590f-4c8a-afa4-c2a917199803	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.232750	186	FALSE	6339.999500	186	0.232750	127	5.506325	0.000000	96.212814	8.351807	94.302200	10.995208
signal_molecule_2301_(sequence_2)_43a5c8d6-0b43-44ff-b5ed-48d52d923b64.fast5	43a5c8d6-0b43-44ff-b5ed-48d52d923b64	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.255250	204	TRUE	6339.999500	204	0.255250	118	7.589548	0.000000	95.210594	8.685879	93.782021	10.809169
signal_molecule_497_(sequence_0)_3a31d782-1f5d-4744-a680-cb4dd72ecd93.fast5	3a31d782-1f5d-4744-a680-cb4dd72ecd93	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.249250	199	FALSE	6339.999500	199	0.249250	115	5.690490	0.000000	95.544670	9.354023	93.710098	11.173346
signal_molecule_137_(sequence_0)_f0e5889e-7d86-4a9e-91e4-f3b1e0e12ba7.fast5	f0e5889e-7d86-4a9e-91e4-f3b1e0e12ba7	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.281000	224	TRUE	6339.999500	224	0.281000	120	7.191516	0.000000	94.208382	8.518843	93.603813	11.408336
signal_molecule_1465_(sequence_1)_82116cce-5acb-430a-8b2e-a80136ce503e.fast5	82116cce-5acb-430a-8b2e-a80136ce503e	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.243500	194	FALSE	6339.999500	194	0.243500	120	6.370560	0.000000	94.542450	8.184771	91.454926	10.897793
signal_molecule_1677_(sequence_1)_511560a9-f6d3-4806-91ab-77878b2f7212.fast5	511560a9-f6d3-4806-91ab-77878b2f7212	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.242000	193	FALSE	6339.999500	193	0.242000	113	5.777458	0.000000	95.711700	7.683662	93.686600	11.537151
signal_molecule_2414_(sequence_2)_60bff286-9661-4fd4-a94c-905e1cdbe51d.fast5	60bff286-9661-4fd4-a94c-905e1cdbe51d	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.269250	215	FALSE	6339.999500	215	0.269250	122	6.774008	0.000000	96.546883	7.850698	94.192184	10.977530
signal_molecule_269_(sequence_0)_727fd888-26d1-4bd6-9ea1-a015e123264f.fast5	727fd888-26d1-4bd6-9ea1-a015e123264f	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.258500	206	FALSE	6339.999500	206	0.258500	118	6.504302	0.000000	96.212814	9.019951	94.309616	11.439009
signal_molecule_1502_(sequence_1)_feddfb59-5d61-4595-8e3e-f53b0965b372.fast5	feddfb59-5d61-4595-8e3e-f53b0965b372	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.271000	216	TRUE	6339.999500	216	0.271000	112	8.490688	0.000000	95.210594	8.184771	92.589462	11.738454
signal_molecule_830_(sequence_0)_ecc0bbf0-861e-4a62-be17-dc3bc4a358be.fast5	ecc0bbf0-861e-4a62-be17-dc3bc4a358be	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.253750	203	FALSE	6339.999500	203	0.253750	116	5.671503	0.000000	95.043556	8.685879	94.390602	10.994188
signal_molecule_390_(sequence_0)_084a4a23-fb3a-4c90-9e87-2043ce294323.fast5	084a4a23-fb3a-4c90-9e87-2043ce294323	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.259750	207	TRUE	6339.999500	207	0.259750	114	7.819225	0.000000	97.215027	8.184771	95.201981	11.064574
signal_molecule_2124_(sequence_2)_9f04ce2e-92c9-4b56-a9d9-71bf36135d46.fast5	9f04ce2e-92c9-4b56-a9d9-71bf36135d46	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.255500	204	TRUE	6340.028250	181	0.226750	97	7.028718	0.000000	95.210594	8.184771	94.358292	11.059732
